claim_id|claim_number|policy_id|loss_date|fnol_date|reported_date|peril_type|loss_description|claim_status|reserve_amount|settlement_amount|close_date|adjuster_id|adjuster_notes|subrogation_flag|fraud_flag|cat_event_name|litigation_flag|created_date|modified_date
CLM00001103|CLM-2024-8243236|POL0004330|2022-07-14|2022-07-17|2022-07-17|General Liability|General Liability related loss reported by policyholder|Closed|23424.11|12973.79|2022-12-11|ADJ7768||Y|N||N|2022-07-17|2022-10-10
CLM00001104|CLM-2024-4836686|POL0002905|2023-04-04|2023-04-16|2023-04-16|Hit and Run|Hit and Run related loss reported by policyholder|Withdrawn|75604.1|||ADJ8163|Documentation pending.|N|N||N|2023-04-16|2023-05-09
CLM00001105|CLM-2024-2081894|POL0003557|2024-12-27|2025-01-02|2025-01-02|Lightning|Lightning related loss reported by policyholder|Denied|124368.58|||||N|N||N|2025-01-02|2025-02-11
CLM00001106|CLM-2024-6424766|POL0001213|2021-01-30|2021-02-12|2021-02-12|Fire|Fire related loss reported by policyholder|Under Review|35468.14|||ADJ7334|Awaiting appraisal.|N|N||N|2021-02-12|2021-05-26
CLM00001107|CLM-2024-3784627|POL0003429|2023-10-27|2023-11-12|2023-11-12|Flood|Flood related loss reported by policyholder|Under Review|144430.65|||ADJ5679|Awaiting appraisal.|N|N||N|2023-11-12|2024-03-13
CLM00001108|CLM-2024-8097291|POL0000214|2020-11-29|2021-01-08|2021-01-08|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Denied|57125.88|||ADJ1624||N|N||N|2021-01-08|2021-01-20
CLM00001109|CLM-2024-8539615|POL0000780|2023-09-02|2023-09-02|2023-09-02|Fire|Fire related loss reported by policyholder|Settled|91071.87|43248.14|2023-10-24|ADJ4107|Awaiting appraisal.|N|N||N|2023-09-02|2024-02-08
CLM00001110|CLM-2024-8726830|POL0002297|2021-07-17|2021-08-02|2021-08-02|Flood|Flood related loss reported by policyholder|Denied|74541.2|||ADJ3125||N|N||N|2021-08-02|2021-09-22
CLM00001111|CLM-2024-2600683|POL0002848|2024-02-10|2024-02-27|2024-02-27|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|77490.77||||Awaiting appraisal.|N|N||N|2024-02-27|2024-03-26
CLM00001112|CLM-2024-4045587|POL0001034|2022-06-14|2022-07-25|2022-07-25|Property Damage|Property Damage related loss reported by policyholder|Withdrawn|52281.9|||ADJ9184||N|N||N|2022-07-25|2022-11-26
CLM00001113|CLM-2024-5188460|POL0000143|2020-03-07|2020-03-26|2020-03-26|Fire|Fire related loss reported by policyholder|Closed|30186.08|26147.86|2021-01-28|ADJ9068||N|N||N|2020-03-26|2020-09-20
CLM00001114|CLM-2024-6423181|POL0002303|2022-10-31|2022-12-04|2022-12-04|General Liability|General Liability related loss reported by policyholder|Closed|51898.07|18154.75|2024-04-23|||N|N||N|2022-12-04|2023-04-26
CLM00001115|CLM-2024-2759064|POL0004434|2023-01-09|2023-01-20|2023-01-20|Comprehensive|Comprehensive related loss reported by policyholder|Pending|99287.28|||ADJ7828|Third party involved.|N|N||N|2023-01-20|2023-04-16
CLM00001116|CLM-2024-5856470|POL0004698|2022-03-14|2022-04-18|2022-04-18|Lightning|Lightning related loss reported by policyholder|Open|52953.55|||ADJ1526|Third party involved.|N|N||N|2022-04-18|2022-09-03
CLM00001117|CLM-2024-6008539|POL0003391|2019-12-06|2019-12-07|2019-12-07|Theft|Theft related loss reported by policyholder|Closed|68429.66|48624.79|2021-05-19|ADJ1571||N|N||N|2019-12-07|2020-01-10
CLM00001118|CLM-2024-7826320|POL0003969|2019-10-31|2019-11-30|2019-11-30|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Denied|7715.74|||ADJ9021|Third party involved.|N|N||N|2019-11-30|2020-04-02
CLM00001119|CLM-2024-4653082|POL0003715|2024-06-15|2024-07-13|2024-07-13|Fire|Fire related loss reported by policyholder|Open|64350.11|||ADJ3511|Third party involved.|Y|N||N|2024-07-13|2024-08-16
CLM00001120|CLM-2024-4127589|POL0002273|2022-08-31|2022-09-17|2022-09-17|Pipe Burst|Pipe Burst related loss reported by policyholder|Closed|10922.1|4319.8|2023-08-12|ADJ6526||N|N||N|2022-09-17|2023-01-20
CLM00001121|CLM-2024-7910862|POL0003354|2024-08-22|2024-08-24|2024-08-24|Comprehensive|Comprehensive related loss reported by policyholder|Closed|30780.3|9615.14|2025-11-23|ADJ3801||N|N||N|2024-08-24|2025-02-09
CLM00001122|CLM-2024-8727435|POL0003357|2021-10-04|2021-10-06|2021-10-06|Hit and Run|Hit and Run related loss reported by policyholder|Pending|9057.93|||ADJ6449||N|N||N|2021-10-06|2021-12-27
CLM00001123|CLM-2024-3357354|POL0000413|2020-01-29|2020-02-20|2020-02-20|Water Damage|Water Damage related loss reported by policyholder|Denied|29548.26|||ADJ6168|Documentation pending.|N|N||N|2020-02-20|2020-03-03
CLM00001124|CLM-2024-2603943|POL0003118|2024-09-26|2024-11-10|2024-11-10|Flood|Flood related loss reported by policyholder|Closed|2319.33|2281.75|2025-03-27|ADJ1166|Documentation pending.|N|N||N|2024-11-10|2025-04-06
CLM00001125|CLM-2024-6915022|POL0003047|2023-06-23|2023-07-09|2023-07-09|Foundation Damage|Foundation Damage related loss reported by policyholder|Under Review|87182.89|||ADJ3508|Initial inspection completed. Damage confirmed.|N|N||N|2023-07-09|2023-08-12
CLM00001126|CLM-2024-4254525|POL0002902|2022-12-03|2022-12-12|2022-12-12|Cyber Incident|Cyber Incident related loss reported by policyholder|Closed|87786.18|52044.95|2023-12-20||Third party involved.|N|N||N|2022-12-12|2023-01-16
CLM00001127|CLM-2024-7327184|POL0004729|2021-12-30|2022-01-19|2022-01-19|Fire|Fire related loss reported by policyholder|Open|98891.55|||ADJ8113||N|N||N|2022-01-19|2022-07-01
CLM00001128|CLM-2024-8643978|POL0000412|2024-09-20|2024-10-03|2024-10-03|Theft|Theft related loss reported by policyholder|Closed|108129.73|96614.11|2025-08-12|||N|N||N|2024-10-03|2025-01-28
CLM00001129|CLM-2024-3665694|POL0004018|2021-01-03|2021-01-10|2021-01-10|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Open|124913.36|||ADJ5036||N|N||N|2021-01-10|2021-04-10
CLM00001130|CLM-2024-6859406|POL0002860|2024-06-28|2024-08-05|2024-08-05|Cyber Incident|Cyber Incident related loss reported by policyholder|Under Review|28705.91|||ADJ8060|Awaiting appraisal.|N|N||N|2024-08-05|2024-12-25
CLM00001131|CLM-2024-6880915|POL0002382|2021-02-20|2021-03-26|2021-03-26|Fire|Fire related loss reported by policyholder|Closed|128480.06|68719.4|2021-10-13|ADJ7153||N|N||N|2021-03-26|2021-08-02
CLM00001132|CLM-2024-6578061|POL0003654|2023-04-04|2023-05-10|2023-05-10|Flood|Flood related loss reported by policyholder|Pending|68857.82|||ADJ6873||N|N||N|2023-05-10|2023-05-29
CLM00001133|CLM-2024-1596317|POL0004732|2021-05-22|2021-06-01|2021-06-01|Theft|Theft related loss reported by policyholder|Closed|122059.05|90522.59|2022-02-15|ADJ1635||N|N||N|2021-06-01|2021-09-10
CLM00001134|CLM-2024-1757957|POL0001834|2021-08-13|2021-08-31|2021-08-31|Fire|Fire related loss reported by policyholder|Open|65909.3|||ADJ4158|Initial inspection completed. Damage confirmed.|N|N||N|2021-08-31|2022-01-15
CLM00001135|CLM-2024-4615453|POL0003224|2021-09-10|2021-09-26|2021-09-26|Comprehensive|Comprehensive related loss reported by policyholder|Open|129852.85|||ADJ8725|Awaiting appraisal.|N|N||N|2021-09-26|2022-03-23
CLM00001136|CLM-2024-5061143|POL0004317|2018-12-31|2019-06-25|2019-06-25|Theft|Theft related loss reported by policyholder|Denied|41334.05|||ADJ4186||N|N||N|2019-06-25|2019-11-22
CLM00001137|CLM-2024-2695283|POL0004295|2020-01-20|2020-02-17|2020-02-17|Vandalism|Vandalism related loss reported by policyholder|Denied|87168.61|||ADJ2741|Initial inspection completed. Damage confirmed.|Y|N||N|2020-02-17|2020-05-12
CLM00001138|CLM-2024-1300187|POL0004172|2022-01-29|2022-03-03|2022-03-03|Hail|Hail related loss reported by policyholder|Under Review|88088.8|||ADJ7499|Third party involved.|N|N||N|2022-03-03|2022-07-22
CLM00001139|CLM-2024-4404714|POL0003254|2023-06-13|2023-07-26|2023-07-26|Business Interruption|Business Interruption related loss reported by policyholder|Pending|139780.06|||ADJ3334|Third party involved.|N|N|Midwest Hailstorm|N|2023-07-26|2023-12-07
CLM00001140|CLM-2024-8465705|POL0002145|2022-06-13|2022-07-08|2022-07-08|Collision|Collision related loss reported by policyholder|Under Review|138601.79|||ADJ4336||N|N||N|2022-07-08|2022-10-10
CLM00001141|CLM-2024-2438492|POL0004635|2021-01-14|2021-02-07|2021-02-07|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Closed|36279.13|22000.52|2021-07-28|ADJ1145|Initial inspection completed. Damage confirmed.|N|N||N|2021-02-07|2021-03-25
CLM00001142|CLM-2024-5889637|POL0002271|2024-07-20|2024-08-05|2024-08-05|Comprehensive|Comprehensive related loss reported by policyholder|Settled|13256.99|9748.23|2025-02-10|ADJ4415|Documentation pending.|N|N||N|2024-08-05|2025-01-05
CLM00001143|CLM-2024-7862724|POL0001784|2022-02-28|2022-03-21|2022-03-21|Cyber Incident|Cyber Incident related loss reported by policyholder|Denied|73585.01|||ADJ4118|Third party involved.|N|N||N|2022-03-21|2022-04-26
CLM00001144|CLM-2024-8632940|POL0001272|2021-03-11|2021-07-11|2021-07-11|Wind/Hail|Wind/Hail related loss reported by policyholder|Under Review|39874.95|||ADJ7605|Initial inspection completed. Damage confirmed.|N|N||N|2021-07-11|2021-10-12
CLM00001145|CLM-2024-4262968|POL0001056|2022-02-26|2022-04-08|2022-04-08|Tree Fall|Tree Fall related loss reported by policyholder|Under Review|55577.44|||ADJ6189|Documentation pending.|N|N||N|2022-04-08|2022-10-01
CLM00001146|CLM-2024-1187754|POL0000273|2024-02-26|2024-04-02|2024-04-02|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Open|79096.71|||ADJ3191||N|N||N|2024-04-02|2024-07-23
CLM00001147|CLM-2024-8434099|POL0002032|2021-06-28|2021-07-28|2021-07-28|Fire|Fire related loss reported by policyholder|Closed|56224.49|41095.61|2022-03-02|ADJ6841||N|N||N|2021-07-28|2021-11-20
CLM00001148|CLM-2024-5205732|POL0002146|2024-02-20|2024-02-27|2024-02-27|Water Damage|Water Damage related loss reported by policyholder|Open|31771.94||||Documentation pending.|N|N||N|2024-02-27|2024-03-12
CLM00001149|CLM-2024-6395669|POL0000390|2022-09-25|2022-09-27|2022-09-27|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|49324.19|45217.49|2023-01-29|ADJ3583||N|N|Hurricane Ian|N|2022-09-27|2023-01-15
CLM00001150|CLM-2024-5373519|POL0000051|2023-04-08|2023-05-11|2023-05-11|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Denied|143574.28|||ADJ1252|Initial inspection completed. Damage confirmed.|Y|N||N|2023-05-11|2023-07-26
CLM00001151|CLM-2024-7473664|POL0000625|2023-04-18|2023-04-19|2023-04-19|Vandalism|Vandalism related loss reported by policyholder|Denied|18854.51|||ADJ4946|Initial inspection completed. Damage confirmed.|N|N||N|2023-04-19|2023-08-18
CLM00001152|CLM-2024-7030285|POL0001813|2019-12-23|2020-05-22|2020-05-22|Hit and Run|Hit and Run related loss reported by policyholder|Closed|24706.04|23371.26|2020-12-30||Third party involved.|Y|N||N|2020-05-22|2020-08-15
CLM00001153|CLM-2024-1372101|POL0004492|2023-01-31|2023-07-22|2023-07-22|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Under Review|133838.42|||ADJ8150|Documentation pending.|N|N||N|2023-07-22|2023-08-19
CLM00001154|CLM-2024-4506424|POL0000989|2020-12-19|2020-12-19|2020-12-19|Vandalism|Vandalism related loss reported by policyholder|Open|3350.19|||ADJ3899|Documentation pending.|Y|N||N|2020-12-19|2021-04-03
CLM00001155|CLM-2024-4653777|POL0004113|2020-01-31|2020-03-07|2020-03-07|Comprehensive|Comprehensive related loss reported by policyholder|Settled|51455.38|39982.57|2020-09-20|ADJ4756||N|N||N|2020-03-07|2020-04-04
CLM00001156|CLM-2024-2705764|POL0003326|2023-08-05|2023-09-03|2023-09-03|Flood|Flood related loss reported by policyholder|Open|70344.0|||ADJ1621|Third party involved.|N|N||N|2023-09-03|2024-01-16
CLM00001157|CLM-2024-2075559|POL0002251|2022-09-19|2022-10-08|2022-10-08|Theft|Theft related loss reported by policyholder|Open|93736.24|||ADJ3916||N|N||N|2022-10-08|2023-02-18
CLM00001158|CLM-2024-5048068|POL0001224|2022-06-06|2022-07-30|2022-07-30|Fire|Fire related loss reported by policyholder|Pending|147799.31|||ADJ6013||N|N||N|2022-07-30|2022-12-17
CLM00001159|CLM-2024-7071384|POL0001171|2022-10-26|2022-11-25|2022-11-25|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|119417.04|47111.35|2023-02-05|ADJ3854||N|N||N|2022-11-25|2022-12-17
CLM00001160|CLM-2024-6001748|POL0003972|2024-07-07|2024-07-25|2024-07-25|Cyber Incident|Cyber Incident related loss reported by policyholder|Denied|29450.42|||ADJ4134||N|N||N|2024-07-25|2024-10-01
CLM00001161|CLM-2024-8867217|POL0004954|2021-07-03|2021-08-12|2021-08-12|Water Damage|Water Damage related loss reported by policyholder|Settled|97843.04|57476.03|2022-09-16|ADJ6955||N|N||N|2021-08-12|2022-01-22
CLM00001162|CLM-2024-4604550|POL0002423|2019-09-19|2019-10-13|2019-10-13|Cyber Incident|Cyber Incident related loss reported by policyholder|Closed|14309.7|14889.38|2020-03-26|ADJ1017|Third party involved.|N|N||N|2019-10-13|2019-10-13
CLM00001163|CLM-2024-5091276|POL0004160|2024-02-03|2024-02-05|2024-02-05|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Under Review|25459.05|||ADJ7861|Third party involved.|N|N||N|2024-02-05|2024-02-10
CLM00001164|CLM-2024-1097783|POL0004274|2023-11-20|2023-11-22|2023-11-22|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Pending|37523.66|||ADJ4860|Documentation pending.|N|N||N|2023-11-22|2024-03-20
CLM00001165|CLM-2024-2698824|POL0001859|2024-05-26|2024-06-04|2024-06-04|Fire|Fire related loss reported by policyholder|Open|129281.88|||ADJ8980|Documentation pending.|N|N||N|2024-06-04|2024-10-15
CLM00001166|CLM-2024-6443884|POL0000858|2022-12-16|2023-06-11|2023-06-11|Collision|Collision related loss reported by policyholder|Under Review|19912.1|||ADJ4263|Initial inspection completed. Damage confirmed.|N|N||N|2023-06-11|2023-09-29
CLM00001167|CLM-2024-4185263|POL0000839|2022-09-10|2022-10-06|2022-10-06|Cyber Incident|Cyber Incident related loss reported by policyholder|Open|98764.46|||ADJ7755|Third party involved.|N|N||N|2022-10-06|2022-11-09
CLM00001168|CLM-2024-9696311|POL0002177|2023-10-21|2023-11-06|2023-11-06|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|36019.22|||ADJ9021|Documentation pending.|N|N||N|2023-11-06|2024-03-24
CLM00001169|CLM-2024-5161662|POL0003320|2023-06-03|2023-07-15|2023-07-15|Vandalism|Vandalism related loss reported by policyholder|Settled|115066.13|76014.62|2023-09-11|ADJ9527|Documentation pending.|N|N||N|2023-07-15|2023-09-14
CLM00001170|CLM-2024-4996282|POL0004647|2024-08-15|2024-09-11|2024-09-11|Flood|Flood related loss reported by policyholder|Open|95020.57|||ADJ9357||N|N||N|2024-09-11|2024-09-29
CLM00001171|CLM-2024-2927530|POL0004841|2023-09-14|2024-02-07|2024-02-07|Theft|Theft related loss reported by policyholder|Pending|7170.0|||ADJ4909|Initial inspection completed. Damage confirmed.|N|N||Y|2024-02-07|2024-03-30
CLM00001172|CLM-2024-5579368|POL0003618|2022-11-24|2022-11-25|2022-11-25|Wind/Hail|Wind/Hail related loss reported by policyholder|Closed|73872.75|53623.44|2023-09-26|ADJ1934||Y|N||N|2022-11-25|2022-12-27
CLM00001173|CLM-2024-8984706|POL0003286|2022-07-23|2022-08-04|2022-08-04|Foundation Damage|Foundation Damage related loss reported by policyholder|Under Review|105474.15|||ADJ5323||N|N||N|2022-08-04|2022-11-13
CLM00001174|CLM-2024-4940112|POL0002600|2024-02-09|2024-02-20|2024-02-20|Foundation Damage|Foundation Damage related loss reported by policyholder|Settled|14196.16|4821.29|2024-04-02|ADJ7092||N|N||N|2024-02-20|2024-03-10
CLM00001175|CLM-2024-2444605|POL0003273|2023-08-08|2023-08-30|2023-08-30|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|102090.93|111024.04|2024-08-24|ADJ3604||N|N||N|2023-08-30|2024-02-02
CLM00001176|CLM-2024-3665377|POL0003860|2020-09-17|2020-09-29|2020-09-29|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Under Review|48945.62|||ADJ3357||Y|N||N|2020-09-29|2021-02-06
CLM00001177|CLM-2024-3180521|POL0004228|2022-07-31|2022-08-13|2022-08-13|Fire|Fire related loss reported by policyholder|Withdrawn|37470.87|||ADJ6449||N|N||N|2022-08-13|2022-10-08
CLM00001178|CLM-2024-9964099|POL0001818|2020-12-02|2020-12-16|2020-12-16|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Under Review|113641.8|||||N|N||N|2020-12-16|2021-02-27
CLM00001179|CLM-2024-9574546|POL0004846|2023-08-13|2023-08-22|2023-08-22|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Denied|38712.17|||ADJ8656|Awaiting appraisal.|Y|N||N|2023-08-22|2024-01-09
CLM00001180|CLM-2024-7797377|POL0002253|2024-06-23|2024-07-25|2024-07-25|Hit and Run|Hit and Run related loss reported by policyholder|Withdrawn|113858.06|||ADJ6659||N|N||N|2024-07-25|2025-01-19
CLM00001181|CLM-2024-1076936|POL0003614|2024-05-20|2024-05-27|2024-05-27|Theft|Theft related loss reported by policyholder|Pending|101766.27|||ADJ4960||N|N||N|2024-05-27|2024-07-21
CLM00001182|CLM-2024-2609986|POL0000608|2023-05-23|2023-07-01|2023-07-01|Lightning|Lightning related loss reported by policyholder|Open|69451.47|||ADJ9392|Initial inspection completed. Damage confirmed.|N|N||N|2023-07-01|2023-08-23
CLM00001183|CLM-2024-4699691|POL0002415|2024-04-17|2024-05-06|2024-05-06|Comprehensive|Comprehensive related loss reported by policyholder|Pending|113385.42|||ADJ5723||N|N||Y|2024-05-06|2024-07-11
CLM00001184|CLM-2024-8823127|POL0002922|2021-02-06|2021-02-19|2021-02-19|Theft|Theft related loss reported by policyholder|Open|18656.77|||ADJ4895||N|N||N|2021-02-19|2021-06-01
CLM00001185|CLM-2024-1319036|POL0002999|2024-07-14|2024-07-22|2024-07-22|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|105428.77|74716.72|2025-12-15|ADJ4565||N|N||N|2024-07-22|2025-01-09
CLM00001186|CLM-2024-9820389|POL0003824|2018-09-02|2018-09-15|2018-09-15|Comprehensive|Comprehensive related loss reported by policyholder|Closed|66335.05|36368.33|2019-03-27|ADJ2359|Third party involved.|N|N||N|2018-09-15|2018-11-11
CLM00001187|CLM-2024-4522689|POL0004933|2021-12-10|2021-12-28|2021-12-28|Flood|Flood related loss reported by policyholder|Open|88097.84|||ADJ2411|Third party involved.|N|N||N|2021-12-28|2022-01-08
CLM00001188|CLM-2024-7550651|POL0000928|2024-08-10|2024-08-19|2024-08-19|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Pending|3358.31|||ADJ1133|Third party involved.|N|N||N|2024-08-19|2025-01-03
CLM00001189|CLM-2024-2294021|POL0004180|2023-09-23|2023-09-27|2023-09-27|Theft|Theft related loss reported by policyholder|Settled|87853.89|68714.47|2024-01-26|ADJ6302|Awaiting appraisal.|N|N||N|2023-09-27|2023-12-08
CLM00001190|CLM-2024-6960193|POL0004656|2021-05-24|2021-05-26|2021-05-26|Fire|Fire related loss reported by policyholder|Open|36464.62|||ADJ7664|Third party involved.|Y|N||N|2021-05-26|2021-10-16
CLM00001191|CLM-2024-2375857|POL0002098|2020-06-26|2020-07-16|2020-07-16|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Pending|89971.45|||ADJ9476|Initial inspection completed. Damage confirmed.|N|N||N|2020-07-16|2020-08-06
CLM00001192|CLM-2024-2481852|POL0003305|2021-03-12|2021-04-22|2021-04-22|Fire|Fire related loss reported by policyholder|Denied|106105.63|||ADJ1894|Awaiting appraisal.|N|N||N|2021-04-22|2021-05-09
CLM00001193|CLM-2024-6537817|POL0001291|2023-05-05|2023-05-27|2023-05-27|Fire|Fire related loss reported by policyholder|Withdrawn|82932.16|||ADJ5903||Y|N||N|2023-05-27|2023-06-21
CLM00001194|CLM-2024-4705979|POL0002330|2023-11-24|2024-01-04|2024-01-04|Flood|Flood related loss reported by policyholder|Closed|140490.76|131297.88|2024-09-17|ADJ2411|Third party involved.|N|N||N|2024-01-04|2024-05-10
CLM00001195|CLM-2024-7581238|POL0002566|2024-08-19|2024-09-22|2024-09-22|Hail|Hail related loss reported by policyholder|Closed|4609.11|3630.03|2026-02-23|ADJ7487|Initial inspection completed. Damage confirmed.|N|N||N|2024-09-22|2024-10-25
CLM00001196|CLM-2024-7515361|POL0001465|2021-11-26|2021-12-14|2021-12-14|Flood|Flood related loss reported by policyholder|Under Review|75363.32|||ADJ9473|Third party involved.|N|N||N|2021-12-14|2021-12-16
CLM00001197|CLM-2024-4118863|POL0001171|2021-07-08|2021-07-12|2021-07-12|Flood|Flood related loss reported by policyholder|Settled|115656.03|88996.82|2021-10-13|ADJ4047||N|N||N|2021-07-12|2021-11-28
CLM00001198|CLM-2024-2866707|POL0001260|2019-10-28|2020-01-07|2020-01-07|Hit and Run|Hit and Run related loss reported by policyholder|Closed|50979.81|18690.88|2020-09-29|ADJ7520||N|N||N|2020-01-07|2020-06-25
CLM00001199|CLM-2024-8085879|POL0003999|2024-07-04|2024-08-05|2024-08-05|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Closed|109698.58|101648.85|2025-03-20|ADJ5888|Awaiting appraisal.|N|N||N|2024-08-05|2024-11-21
CLM00001200|CLM-2024-3219543|POL0003379|2024-11-12|2024-11-25|2024-11-25|Cyber Incident|Cyber Incident related loss reported by policyholder|Pending|61863.43|||ADJ7267||N|N||N|2024-11-25|2025-02-21
CLM00001201|CLM-2024-9095599|POL0000217|2021-08-20|2021-10-03|2021-10-03|Hail|Hail related loss reported by policyholder|Denied|29301.73|||ADJ4242||N|N||Y|2021-10-03|2022-01-06
CLM00001202|CLM-2024-5002486|POL0000976|2024-11-12|2024-11-14|2024-11-14|Hit and Run|Hit and Run related loss reported by policyholder|Under Review|101240.73|||ADJ3372||N|N||N|2024-11-14|2025-02-05
CLM00001203|CLM-2024-4199413|POL0001398|2020-05-15|2020-06-26|2020-06-26|Flood|Flood related loss reported by policyholder|Closed|145299.87|109843.27|2021-08-22|ADJ5104||Y|N||N|2020-06-26|2020-08-04
CLM00001204|CLM-2024-9510062|POL0003802|2021-02-12|2021-02-23|2021-02-23|Theft|Theft related loss reported by policyholder|Under Review|52284.65|||ADJ3218||N|N||N|2021-02-23|2021-07-06
CLM00001205|CLM-2024-7460484|POL0003785|2023-01-19|2023-03-05|2023-03-05|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|2396.79|||ADJ3132||N|N||N|2023-03-05|2023-06-09
CLM00001206|CLM-2024-2613194|POL0001469|2021-07-05|2021-08-05|2021-08-05|Hit and Run|Hit and Run related loss reported by policyholder|Open|109436.52|||ADJ2932||N|N||N|2021-08-05|2022-01-15
CLM00001207|CLM-2024-6593623|POL0004754|2021-11-26|2022-01-08|2022-01-08|Collision|Collision related loss reported by policyholder|Denied|112360.07|||ADJ9285|Third party involved.|N|N||N|2022-01-08|2022-02-27
CLM00001208|CLM-2024-6667909|POL0004546|2020-12-22|2020-12-24|2020-12-24|Hit and Run|Hit and Run related loss reported by policyholder|Closed|4171.82|2632.76|2021-12-06|ADJ7983||N|N||N|2020-12-24|2021-05-10
CLM00001209|CLM-2024-7724838|POL0003525|2019-06-10|2019-07-17|2019-07-17|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|6067.3|||ADJ1319||N|N||N|2019-07-17|2019-10-22
CLM00001210|CLM-2024-4503039|POL0002181|2018-06-21|2018-06-29|2018-06-29|Vandalism|Vandalism related loss reported by policyholder|Pending|44194.54|||ADJ9188|Documentation pending.|Y|N||N|2018-06-29|2018-12-17
CLM00001211|CLM-2024-2185111|POL0000547|2021-06-25|2021-07-18|2021-07-18|Flood|Flood related loss reported by policyholder|Pending|140770.91|||ADJ2679||N|N||N|2021-07-18|2021-12-31
CLM00001212|CLM-2024-1909105|POL0002688|2021-07-21|2021-08-22|2021-08-22|Wind/Hail|Wind/Hail related loss reported by policyholder|Pending|108871.5|||ADJ8408||N|N||N|2021-08-22|2021-09-20
CLM00001213|CLM-2024-6544149|POL0001359|2023-03-21|2023-03-25|2023-03-25|Fire|Fire related loss reported by policyholder|Open|137881.6|||ADJ8839|Initial inspection completed. Damage confirmed.|N|N||N|2023-03-25|2023-08-22
CLM00001214|CLM-2024-7881360|POL0000325|2024-02-05|2024-07-15|2024-07-15|Lightning|Lightning related loss reported by policyholder|Under Review|41857.53|||ADJ2471|Third party involved.|Y|N||N|2024-07-15|2024-08-30
CLM00001215|CLM-2024-1557959|POL0000932|2022-07-31|2022-09-05|2022-09-05|Fire|Fire related loss reported by policyholder|Open|92790.57||||Initial inspection completed. Damage confirmed.|Y|N||N|2022-09-05|2022-11-02
CLM00001216|CLM-2024-9490711|POL0000441|2022-05-12|2022-05-21|2022-05-21|Theft|Theft related loss reported by policyholder|Denied|103088.32|||ADJ9691|Initial inspection completed. Damage confirmed.|N|N||N|2022-05-21|2022-06-13
CLM00001217|CLM-2024-4873725|POL0000815|2023-06-25|2023-07-21|2023-07-21|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|90779.07|95364.64|2023-10-16|ADJ6097||N|Y||N|2023-07-21|2023-07-28
CLM00001218|CLM-2024-4840866|POL0002279|2020-10-03|2020-10-19|2020-10-19|Fire|Fire related loss reported by policyholder|Withdrawn|95973.94|||ADJ5001|Initial inspection completed. Damage confirmed.|N|N||N|2020-10-19|2021-04-04
CLM00001219|CLM-2024-1276414|POL0004859|2021-06-03|2021-06-12|2021-06-12|Flood|Flood related loss reported by policyholder|Open||||ADJ4833||N|N||N|2021-06-12|2021-07-02
CLM00001220|CLM-2024-5687533|POL0001306|2024-08-19|2024-09-24|2024-09-24|Hail|Hail related loss reported by policyholder|Closed|69832.04|52036.2|2025-09-17|ADJ7511||N|N||N|2024-09-24|2025-02-13
CLM00001221|CLM-2024-2673509|POL0002847|2019-03-19|2019-03-19|2019-03-19|Hit and Run|Hit and Run related loss reported by policyholder|Closed|12504.5|7522.55|2020-02-10|ADJ1875||N|N||N|2019-03-19|2019-05-24
CLM00001222|CLM-2024-4482983|POL0001906|2024-09-02|2025-02-05|2025-02-05|Theft|Theft related loss reported by policyholder|Closed|35211.28|29345.35|2025-06-06|ADJ4909|Initial inspection completed. Damage confirmed.|Y|N||N|2025-02-05|2025-03-09
CLM00001223|CLM-2024-4372693|POL0004142|2022-12-04|2022-12-23|2022-12-23|Tree Fall|Tree Fall related loss reported by policyholder|Open|132006.52|||ADJ6992|Initial inspection completed. Damage confirmed.|Y|N||N|2022-12-23|2023-05-17
CLM00001224|CLM-2024-5953798|POL0001801|2020-10-01|2020-11-07|2020-11-07|Fire|Fire related loss reported by policyholder|Pending|36559.25|||ADJ4998|Awaiting appraisal.|Y|N||N|2020-11-07|2021-03-28
